d_name,sat_num_tst_takr,sat_num_erw_over_benchmark,sat_pct_erw_over_benchmark,sat_num_math_over_benchmark,sat_pct_math_over_benchmark,sat_enroll,sat_tot_num_both_over_benchmark,sat_pct_both_over_benchmark,annual_expense_of_ed,current_expense_ada,current_expense_per_ada,lea_type,avg_tchr_sex,avg_tchr_age,avg_tchr_edu_lvl,avg_tchr_yrs_tching,avg_tchr_yrs_in_dstrct,tchrs_per_district,cumulative_enrollment,cum_enrollment_sed,socio_ec_disadv_pct,student_teacher_ratio,act_enroll,act_num_tst_takr,act_avg_scr_read,act_avg_scr_eng,act_avg_scr_math,act_avg_scr_sci,act_num_ge_21,act_pct_ge_21
Holtville Unified,104.0,81.0,0.7864,38.0,0.36895,266.0,36.0,0.4286,19498582.91,1509.37,12918.358593320392,Unified,0.7129629629629629,41.26851851851852,4.314814814814815,12.5,11.037037037037036,108,1678.0,1259.0,0.7502979737783075,15.537037037037036,144.5,29.0,20.0,18.0,20.0,19.0,9.0,0.3103
Hughson Unified,80.0,58.0,0.725,48.0,0.6,362.0,78.0,0.5417000000000001,21977692.9,1965.96,11179.114987080102,Unified,0.6454545454545455,45.86363636363637,3.618181818181818,16.09090909090909,12.027272727272727,110,2176.0,1252.0,0.5753676470588235,19.78181818181818,159.0,12.0,,,,,,
Huntington Beach Union High,2626.0,2282.0,0.8575285714285714,1942.0,0.7106857142857143,7787.0,2477.0,0.7802571428571428,191539816.73,15164.13,12631.111493372848,High,0.5458015267175572,43.42620865139949,6.276081424936387,13.357506361323155,11.34351145038168,786,16850.0,6828.0,0.40522255192878337,21.43765903307888,1006.875,146.0,24.857142857142858,24.285714285714285,24.285714285714285,24.142857142857142,131.0,0.7572142857142856
Imperial Unified,156.0,132.0,0.8462000000000001,68.0,0.4359,620.0,82.0,0.6833,46140787.99,4117.91,11204.904427245861,Unified,0.7464114832535885,44.22488038277512,5.033492822966507,14.818181818181818,12.296650717703349,209,4463.0,2629.0,0.5890656509074613,21.354066985645932,279.0,65.0,23.0,22.0,21.0,22.0,35.0,0.5385
Inglewood Unified,500.0,244.0,0.49202,96.0,0.19404,1314.0,104.0,0.19912000000000002,120144977.68,8201.49,14649.164685929021,Unified,0.6996996996996997,47.45645645645646,5.59009009009009,15.06006006006006,11.558558558558559,666,12939.0,11330.0,0.8756472679496097,19.42792792792793,260.8,90.8,17.4,16.4,17.0,17.0,14.8,0.18724
Irvine Unified,1662.0,1571.0,0.9455,1497.0,0.90244,5241.0,2416.0,0.9553166666666666,376943898.29,34271.72,10998.686330595605,Unified,0.7884174311926605,40.7144495412844,5.872706422018348,12.965022935779816,10.630733944954128,1744,37463.0,7388.0,0.19720791180631556,21.481077981651374,991.4,312.0,28.2,28.8,28.6,27.8,286.8,0.9167400000000001
Jefferson Union High,1824.0,1150.0,0.6677666666666666,824.0,0.49055,2360.0,530.0,0.7734166666666665,54450201.31,4068.71,13382.669521789461,High,0.5454545454545454,43.20629370629371,4.853146853146853,12.465034965034965,9.562937062937063,286,5073.0,1751.0,0.3451606544451015,17.737762237762237,379.8333333333333,44.0,23.4,23.2,22.6,22.8,37.0,0.7258
John Swett Unified,76.0,52.0,0.6842,40.0,0.5263,278.0,74.0,0.6167,16944620.73,1335.12,12691.458992450118,Unified,0.7558139534883721,44.83720930232558,4.034883720930233,11.209302325581396,8.418604651162791,86,1561.0,1008.0,0.6457399103139013,18.151162790697676,112.0,13.0,,,,,,
Julian Union High,16.0,0.0,,0.0,,48.0,0.0,,2886984.77,99.77,28936.40142327353,High,0.6363636363636364,42.45454545454545,4.454545454545454,13.090909090909092,8.181818181818182,11,111.0,63.0,0.5675675675675675,10.090909090909092,20.0,1.0,,,,,,
Jurupa Unified,766.0,455.0,0.57735,265.0,0.33795,2865.0,308.0,0.34087500000000004,227215666.25,18355.5,12378.614924681975,Unified,0.7653359298928919,43.952288218111,7.272638753651412,16.0983446932814,13.9269717624148,1027,21188.0,16401.0,0.7740702284311874,20.630963972736126,557.8,84.0,19.0,18.0,18.75,19.0,28.0,0.2842
Kelseyville Unified,90.0,62.0,0.6889,28.0,0.3111,259.0,24.0,0.3333,21984210.28,1596.33,13771.720308457527,Unified,0.7155963302752294,43.85321100917431,3.779816513761468,12.174311926605505,8.660550458715596,109,1903.0,1539.0,0.8087230688386757,17.458715596330276,126.5,18.0,19.0,19.0,19.0,18.0,7.0,0.3889
Kerman Unified,204.0,132.0,0.6470999999999999,76.0,0.3725,693.0,74.0,0.2662,55517150.47,5018.86,11061.705341452043,Unified,0.6867924528301886,41.509433962264154,3.660377358490566,11.366037735849057,9.460377358490566,265,5576.0,4658.0,0.8353658536585366,21.041509433962265,399.0,38.0,22.0,21.0,21.0,23.0,18.0,0.47369999999999995
Kern High,5572.0,3478.0,0.6203947368421052,2226.0,0.38377894736842105,19477.0,2118.0,0.5315055555555556,515782697.33,37677.86,13689.27792953209,High,0.5451936872309899,43.001434720229554,5.399808703969392,13.11142993782879,11.683405069344811,2091,44289.0,32542.0,0.7347648400279979,21.18077474892396,980.65,74.1,21.333333333333332,19.72222222222222,20.61111111111111,20.5,40.388888888888886,0.4723722222222222
Kings Canyon Joint Unified,338.0,194.0,0.5452,102.0,0.28554999999999997,1512.0,161.0,0.312375,117294184.14,9081.53,12915.68536799416,Unified,0.6633064516129032,43.96975806451613,3.836693548387097,14.4375,12.852822580645162,496,10841.0,9330.0,0.8606217138640346,21.856854838709676,196.33333333333334,56.333333333333336,18.0,16.5,17.5,17.5,17.0,0.17004999999999998
Kingsburg Joint Union High,160.0,124.0,0.775,94.0,0.5875,553.0,152.0,0.6909000000000001,13772119.34,1099.16,12529.676607591251,High,0.463768115942029,45.01449275362319,3.681159420289855,16.55072463768116,12.0,69,1293.0,814.0,0.6295436968290796,18.73913043478261,180.33333333333334,27.333333333333332,23.0,21.0,22.0,21.0,26.0,0.6341
Klamath-Trinity Joint Unified,18.0,0.0,,0.0,,137.0,0.0,,19542112.24,894.77,21840.37488963644,Unified,0.6309523809523809,47.36904761904762,3.9404761904761907,12.726190476190476,9.035714285714286,84,1161.0,1035.0,0.8914728682170543,13.821428571428571,61.5,0.0,,,,,,
Konocti Unified,86.0,54.0,0.7125,17.0,0.22235000000000002,469.0,21.0,0.3623,43234686.37,3226.14,13401.367073344616,Unified,0.7305699481865285,44.015544041450774,3.9585492227979273,8.792746113989637,7.601036269430052,193,4161.0,3665.0,0.8807978851237683,21.559585492227978,118.0,10.666666666666666,22.0,20.0,18.0,20.0,6.0,0.375
La Canada Unified,340.0,326.0,0.9588,316.0,0.9294,679.0,348.0,0.9775,46643418.7,4036.94,11554.152080536249,Unified,0.7631578947368421,44.23245614035088,6.06140350877193,16.67105263157895,10.75438596491228,228,4187.0,230.0,0.05493193217100549,18.364035087719298,346.5,138.0,29.0,29.0,29.0,28.0,130.0,0.9420000000000001
La Honda-Pescadero Unified,16.0,0.0,,0.0,,44.0,26.0,0.7646999999999999,6712706.41,301.21,22285.801965406197,Unified,0.6774193548387096,47.58064516129032,5.129032258064516,11.806451612903226,9.709677419354838,31,333.0,199.0,0.5975975975975976,10.741935483870968,21.0,2.0,,,,,,
Laguna Beach Unified,114.0,110.0,0.9649,90.0,0.7895,540.0,112.0,0.9031999999999999,57162920.9,2737.99,20877.695280114247,Unified,0.75,43.57065217391305,6.858695652173913,15.554347826086957,11.103260869565217,184,2930.0,387.0,0.13208191126279864,15.923913043478262,294.5,165.0,26.0,27.0,26.0,26.0,149.0,0.903
Lake Elsinore Unified,986.0,673.0,0.6844,438.0,0.44089999999999996,3147.0,425.0,0.5549,246377365.6,20092.33,12262.259558747042,Unified,0.7382378100940975,46.62874251497006,6.0427715996578275,15.424294268605646,12.688622754491018,1169,23991.0,16618.0,0.6926764203242882,20.522668947818648,595.2,67.6,20.0,19.0,19.333333333333332,19.666666666666668,42.333333333333336,0.3995666666666667
Lake Tahoe Unified,108.0,86.0,0.7963,60.0,0.5556,518.0,108.0,0.7714,48032847.67,3590.02,13379.548768530538,Unified,0.744,45.572,4.1,12.408,11.268,250,4075.0,2441.0,0.5990184049079754,16.3,257.0,54.0,23.0,22.0,22.0,22.0,32.0,0.5926
Lakeport Unified,54.0,48.0,0.8889,36.0,0.6667000000000001,180.0,0.0,,18211595.17,1365.89,13333.134564276772,Unified,0.7802197802197802,45.934065934065934,3.758241758241758,11.76923076923077,8.054945054945055,91,1649.0,1179.0,0.7149787750151607,18.12087912087912,84.0,2.0,,,,,,
Lammersville Joint Unified,264.0,228.0,0.8636,164.0,0.6212,666.0,236.0,0.7468,52688591.97,5198.23,10135.87162745781,Unified,0.8085808580858086,39.85478547854785,3.957095709570957,7.211221122112211,4.158415841584159,303,5838.0,1167.0,0.1998972250770812,19.26732673267327,283.0,52.0,28.0,27.0,26.0,26.0,46.0,0.8845999999999999
Las Virgenes Unified,674.0,618.0,0.9178666666666667,508.0,0.7621666666666668,1959.0,662.0,0.8490666666666667,120746307.83,10663.53,11323.296115826559,Unified,0.821656050955414,44.71974522292994,7.401273885350318,10.178343949044587,7.89171974522293,628,11465.0,1611.0,0.14051460968163978,18.256369426751593,656.3333333333334,214.66666666666666,27.0,27.0,25.0,24.666666666666668,179.33333333333334,0.8337666666666667
Lassen Union High,80.0,64.0,0.8,34.0,0.425,365.0,60.0,0.7143,9631137.89,724.86,13286.893869160942,High,0.6046511627906976,45.55813953488372,4.976744186046512,13.44186046511628,11.465116279069768,43,870.0,343.0,0.39425287356321836,20.232558139534884,189.0,27.0,22.0,21.0,21.0,21.0,15.0,0.5556
Laton Joint Unified,18.0,0.0,,0.0,,86.0,0.0,,9666240.15,631.78,15300.009734401217,Unified,0.7454545454545455,40.30909090909091,3.3454545454545452,7.781818181818182,5.381818181818182,55,717.0,614.0,0.8563458856345886,13.036363636363637,47.0,8.0,,,,,,
Laytonville Unified,14.0,0.0,,0.0,,54.0,0.0,,5637158.67,334.07,16874.184063220284,Unified,0.7352941176470589,42.73529411764706,4.0,12.382352941176471,10.588235294117647,34,372.0,276.0,0.7419354838709677,10.941176470588236,27.0,1.0,,,,,,
Le Grand Union High,92.0,40.0,0.43479999999999996,22.0,0.2391,270.0,34.0,0.2615,7339517.27,470.84,15588.13454676748,High,0.5151515151515151,42.36363636363637,4.03030303030303,10.787878787878787,8.969696969696969,33,548.0,463.0,0.8448905109489051,16.606060606060606,98.5,33.0,17.0,15.0,17.0,17.0,4.0,0.12119999999999999
Lemoore Union High,262.0,206.0,0.8174666666666667,114.0,0.4697333333333333,994.0,114.0,0.5866333333333333,23235434.2,1812.35,12820.610919524375,High,0.5121951219512195,44.50406504065041,4.317073170731708,14.016260162601625,12.292682926829269,123,2458.0,1355.0,0.5512611879576892,19.983739837398375,332.0,56.0,20.5,19.0,19.0,19.0,28.5,0.34545000000000003
Liberty Union High,1278.0,1006.0,0.7867500000000001,686.0,0.531825,3978.0,805.0,0.676,90972618.34,7762.41,11719.63582701764,High,0.6320754716981132,43.24528301886792,4.695754716981132,13.650943396226415,9.915094339622641,424,8857.0,2910.0,0.3285536863497798,20.889150943396228,828.0,113.6,24.0,22.75,22.0,22.75,91.25,0.635325
Lincoln Unified,414.0,336.0,0.8116,222.0,0.5362,1532.0,268.0,0.7976000000000001,99275018.86,8449.34,11749.440649802233,Unified,0.7556390977443609,43.78007518796993,4.426691729323308,14.281954887218046,11.791353383458647,532,10086.0,6641.0,0.6584374380329169,18.958646616541355,698.5,59.0,23.0,22.0,23.0,23.0,43.0,0.7288
Linden Unified,66.0,52.0,0.7879,28.0,0.4242,323.0,36.0,0.375,26302785.06,2210.93,11896.706390523444,Unified,0.6666666666666666,44.577235772357724,4.308943089430894,13.008130081300813,10.235772357723578,123,2488.0,1621.0,0.6515273311897106,20.227642276422763,164.0,33.0,22.0,21.0,20.0,21.0,13.0,0.39390000000000003
Lindsay Unified,200.0,110.0,0.55,30.0,0.15,543.0,42.0,0.2188,67878366.04,3941.17,17222.897271622387,Unified,0.6857142857142857,42.63265306122449,4.093877551020408,12.29795918367347,9.49795918367347,245,4427.0,4034.0,0.9112265642647391,18.069387755102042,271.5,9.0,,,,,,
Live Oak Unified,72.0,48.0,0.6667000000000001,24.0,0.3333,302.0,44.0,0.41910000000000003,21008591.37,1766.13,11895.268960948515,Unified,0.6846846846846847,43.42342342342342,4.225225225225225,14.702702702702704,12.342342342342342,111,2050.0,1666.0,0.8126829268292682,18.46846846846847,136.0,33.0,19.0,20.0,20.0,20.0,12.0,0.3636
Livermore Valley Joint Unified,630.0,554.0,0.8872,490.0,0.7831999999999999,2200.0,664.0,0.8739666666666666,158623654.06,13142.04,12069.941505276198,Unified,0.8012738853503185,45.55286624203821,5.057324840764331,14.3171974522293,10.719745222929935,785,14172.0,3986.0,0.28125882020886256,18.053503184713374,545.25,124.5,26.0,25.0,25.0,24.666666666666668,133.0,0.806
Lodi Unified,1464.0,1091.0,0.7814428571428572,868.0,0.6275428571428572,4784.0,700.0,0.7358571428571429,335315008.07,27091.33,12377.207323154676,Unified,0.7446004319654428,44.5755939524838,4.521598272138229,12.863390928725702,11.508639308855292,1852,34433.0,25242.0,0.7330758284204106,18.59233261339093,526.4444444444445,105.33333333333333,21.714285714285715,21.0,21.857142857142858,21.571428571428573,74.0,0.5530571428571428
Lompoc Unified,124.0,106.0,0.8328666666666668,80.0,0.6328333333333332,1372.0,288.0,0.287,110323664.39,9023.57,12226.165962030549,Unified,0.7738693467336684,45.42211055276382,5.085427135678392,14.182579564489112,11.559463986599665,597,10929.0,7942.0,0.7266904565834019,18.306532663316585,423.3333333333333,27.333333333333332,25.0,23.5,23.5,24.0,23.5,0.7123
Lone Pine Unified,10.0,0.0,,0.0,,40.0,0.0,,4996604.85,295.48,16910.12877352105,Unified,0.7777777777777778,47.611111111111114,5.333333333333333,14.777777777777779,10.666666666666666,18,334.0,229.0,0.6856287425149701,18.555555555555557,16.0,1.0,,,,,,
Long Beach Unified,7409.0,4163.0,0.6321166666666667,2657.0,0.43172499999999997,11137.0,2917.0,0.3127533333333333,907662690.03,69003.32,13153.898827331785,Unified,0.7511811023622047,46.961154855643045,5.750393700787401,15.490288713910761,15.466666666666667,3810,79160.0,55190.0,0.6971955533097524,20.77690288713911,831.2857142857143,83.14285714285714,22.555555555555557,21.88888888888889,21.88888888888889,21.666666666666668,72.11111111111111,0.5650444444444445
Los Alamitos Unified,638.0,584.0,0.9154000000000001,468.0,0.7334999999999999,1521.0,578.0,0.80615,108644810.37,9470.12,11472.379480935828,Unified,0.773109243697479,43.945378151260506,6.46218487394958,15.422268907563025,13.11344537815126,476,10087.0,1775.0,0.17596906909884008,21.191176470588236,758.5,262.0,26.0,27.0,26.0,25.0,214.0,0.8168000000000001
Los Angeles Unified,39968.0,20819.0,0.47232044198895023,11932.0,0.25023922651933705,84177.0,16530.0,0.2065160975609756,7213548356.51,453121.47000000003,15919.6790134663,Unified,0.7169057563101507,44.26522088770137,4.633090352538328,15.537990609354328,14.645464214376508,38549,655653.0,530095.0,0.8084993128987437,17.00830112324574,402.135,93.33,18.696296296296296,17.881481481481483,18.525925925925925,18.42222222222222,40.407407407407405,0.2934333333333333
Los Banos Unified,430.0,268.0,0.6253000000000001,134.0,0.31626666666666664,1620.0,104.0,0.48586666666666667,123537113.74,10450.78,11820.851050352221,Unified,0.7071428571428572,42.69642857142857,3.5375,11.8375,10.682142857142857,560,12112.0,9483.0,0.782942536327609,21.62857142857143,392.75,29.0,20.666666666666668,20.0,19.333333333333332,19.666666666666668,16.666666666666668,0.42933333333333334
Los Gatos-Saratoga Joint Union High,584.0,568.0,0.9735,534.0,0.922,1750.0,1154.0,0.9598,57952308.91,3380.89,17141.14002821742,High,0.5748792270531401,44.95652173913044,6.14975845410628,15.51207729468599,10.681159420289855,207,3574.0,181.0,0.0506435366536094,17.265700483091788,578.3333333333334,205.33333333333334,30.0,30.333333333333332,29.333333333333332,29.0,197.33333333333334,0.9617
Los Molinos Unified,28.0,0.0,,0.0,,118.0,0.0,,7379135.55,532.97,13845.31127455579,Unified,0.7105263157894737,44.60526315789474,3.6315789473684212,15.842105263157896,10.763157894736842,38,665.0,501.0,0.7533834586466165,17.5,37.0,38.0,17.0,15.0,17.0,17.0,9.0,0.2368
Lucerne Valley Unified,52.0,17.0,0.6537999999999999,8.0,0.3077,1440.0,15.0,0.625,11263609.3,695.63,16191.954487299285,Unified,0.8105263157894737,43.16315789473684,4.307894736842106,9.134210526315789,5.660526315789474,380,7691.0,4797.0,0.6237160317253934,20.239473684210527,144.14285714285714,0.2857142857142857,,,,,,
Lucia Mar Unified,404.0,352.0,0.8667,242.0,0.5826749999999999,1589.0,384.0,0.61635,113426693.98,9847.93,11517.820900432884,Unified,0.7227272727272728,41.86666666666667,3.9363636363636365,12.054545454545455,10.16060606060606,660,10877.0,5879.0,0.5404982991633722,16.48030303030303,413.75,97.0,22.666666666666668,21.666666666666668,21.666666666666668,22.333333333333332,77.0,0.6137333333333334
Lynwood Unified,570.0,308.0,0.5417333333333333,116.0,0.20210000000000003,2065.0,196.0,0.0923,172236162.51,12790.36,13466.091846515656,Unified,0.6576704545454546,45.22017045454545,5.6803977272727275,15.103693181818182,13.637784090909092,704,14764.0,13923.0,0.9430371173123815,20.97159090909091,499.75,80.0,18.0,17.0,17.0,17.0,18.666666666666668,0.1726
Madera Unified,408.0,218.0,0.5589333333333334,106.0,0.2779,2764.0,357.0,0.12775,235737618.91,18888.33,12480.596162286447,Unified,0.7232441471571907,43.126254180602004,4.295150501672241,13.7876254180602,11.051003344481606,1196,22685.0,20392.0,0.8989199911836016,18.967391304347824,497.8,108.4,18.333333333333332,17.0,18.0,18.333333333333332,43.333333333333336,0.24493333333333328
Mammoth Unified,52.0,48.0,0.9231,30.0,0.5769,169.0,26.0,0.7646999999999999,14107207.29,1146.87,12300.615841376966,Unified,0.782608695652174,45.14492753623188,4.6521739130434785,14.043478260869565,11.565217391304348,69,1302.0,747.0,0.5737327188940092,18.869565217391305,102.5,19.0,26.0,25.0,23.0,24.0,15.0,0.7895
Manhattan Beach Unified,410.0,404.0,0.9854,358.0,0.8732,1376.0,566.0,0.9692000000000001,87391823.6,6310.7,13848.198076283137,Unified,0.779891304347826,45.41304347826087,6.894021739130435,16.880434782608695,12.190217391304348,368,6737.0,364.0,0.054029983672257684,18.307065217391305,602.0,269.0,28.0,28.0,27.0,27.0,245.0,0.9107999999999999
Manteca Unified,1058.0,762.0,0.7158833333333333,406.0,0.3848833333333333,3794.0,407.0,0.5732833333333334,260766084.03,22301.87,11692.565871382087,Unified,0.7097767513471901,44.63587374903772,4.288683602771362,15.531947652040031,13.09545804464973,1299,26231.0,18317.0,0.6982959094201517,20.193225558121632,458.25,31.0,22.2,21.8,21.8,21.2,27.6,0.57474
Maricopa Unified,28.0,0.0,,0.0,,824.0,0.0,,5600755.2,275.97,20294.7972605718,Unified,0.8881036513545347,41.957597173144876,4.518256772673734,8.719670200235571,3.369846878680801,849,9344.0,4404.0,0.4713184931506849,11.005889281507656,119.33333333333333,0.0,,,,,,
Mariposa County Unified,72.0,66.0,0.9167000000000001,54.0,0.75,253.0,68.0,0.8718,21381753.97,1597.57,13383.923064404064,Unified,0.7153846153846154,45.715384615384615,3.976923076923077,13.653846153846153,9.861538461538462,130,2084.0,1420.0,0.6813819577735125,16.03076923076923,141.5,16.0,24.0,22.0,23.0,22.0,8.0,0.5
Martinez Unified,160.0,143.0,0.8993500000000001,120.0,0.75475,587.0,132.0,0.8000499999999999,45252516.04,3935.66,11498.075555307116,Unified,0.7935222672064778,44.874493927125506,4.716599190283401,12.161943319838057,10.842105263157896,247,4404.0,1476.0,0.335149863760218,17.829959514170042,218.66666666666666,28.0,25.0,23.0,24.5,23.0,30.5,0.74405
Marysville Joint Unified,238.0,182.0,0.7683,116.0,0.48605000000000004,1234.0,93.0,0.5588333333333334,107389549.48,9072.18,11837.237519537752,Unified,0.7114624505928854,44.57905138339921,2.984189723320158,12.470355731225297,12.007905138339922,506,11403.0,9101.0,0.7981233008857318,22.535573122529645,261.25,21.0,20.333333333333332,18.0,19.333333333333332,19.0,11.0,0.39649999999999996
Maxwell Unified,20.0,0.0,,0.0,,52.0,0.0,,4254259.99,326.88,13014.745441752326,Unified,0.7619047619047619,43.0,4.285714285714286,10.952380952380953,7.571428571428571,21,366.0,266.0,0.726775956284153,17.428571428571427,29.0,0.0,,,,,,
Mendocino Unified,34.0,34.0,1.0,24.0,0.7059000000000001,78.0,0.0,,8682168.75,496.35,17492.02931399214,Unified,0.6666666666666666,41.333333333333336,4.372549019607843,10.764705882352942,8.372549019607844,51,597.0,305.0,0.5108877721943048,11.705882352941176,48.0,8.0,,,,,,
Mendota Unified,138.0,46.0,0.3333,22.0,0.1594,384.0,42.0,0.2763,40020598.57,3330.32,12017.042977851977,Unified,0.6594594594594595,39.57837837837838,3.443243243243243,10.47027027027027,9.216216216216216,185,3797.0,3726.0,0.981301027126679,20.524324324324326,228.5,82.0,16.0,15.0,17.0,16.0,7.0,0.08539999999999999
Merced Union High,1488.0,940.0,0.6325571428571429,522.0,0.35138571428571425,5162.0,502.0,0.4236571428571429,137544105.4,9945.13,13830.297381733573,High,0.5034843205574913,42.534843205574916,3.8919860627177703,13.637630662020905,12.17247386759582,574,11587.0,9128.0,0.7877794079571934,20.186411149825783,618.25,94.75,19.714285714285715,17.857142857142858,18.714285714285715,19.285714285714285,33.42857142857143,0.3091
Middletown Unified,80.0,62.0,0.8054,45.0,0.5838,322.0,28.0,0.49739999999999995,15726039.78,1399.11,11240.031005424878,Unified,0.7266666666666667,41.406666666666666,4.276666666666666,9.25,5.04,300,1934.0,1064.0,0.5501551189245087,6.446666666666666,101.33333333333333,7.333333333333333,,,,,,
Milpitas Unified,670.0,594.0,0.8865999999999999,518.0,0.7731,1654.0,656.0,0.8665499999999999,115757306.08,9951.26,11632.427057478148,Unified,0.7509293680297398,42.93122676579926,5.310408921933085,11.962825278810408,10.843866171003718,538,10772.0,4015.0,0.3727255848496101,20.022304832713754,795.5,72.0,26.0,27.0,27.0,26.0,64.0,0.8889
Modoc Joint Unified,18.0,0.0,,0.0,,113.0,0.0,,9123385.6,801.48,11383.173129710036,Unified,0.6415094339622641,42.283018867924525,3.9245283018867925,12.226415094339623,10.547169811320755,53,946.0,671.0,0.7093023255813954,17.849056603773583,56.0,40.0,17.0,15.0,17.0,18.0,10.0,0.25
Mojave Unified,62.0,49.0,0.83005,20.0,0.33985,362.0,8.0,0.4706,32978837.03,2559.87,12883.012430318728,Unified,0.673202614379085,47.38562091503268,4.228758169934641,12.65359477124183,9.705882352941176,153,3314.0,2959.0,0.8928786964393483,21.66013071895425,95.33333333333333,20.666666666666668,16.5,13.5,16.0,16.0,2.5,0.08545
Monrovia Unified,370.0,272.0,0.74115,162.0,0.44145,814.0,136.0,0.6602,67353692.04,5149.18,13080.469519418626,Unified,0.7105263157894737,44.44736842105263,5.401315789473684,15.467105263157896,12.148026315789474,304,5748.0,3430.0,0.5967292971468336,18.907894736842106,433.0,53.0,21.0,19.0,19.0,19.0,16.0,0.3019
Montebello Unified,1316.0,830.0,0.62748,458.0,0.32955999999999996,4258.0,476.0,0.42291999999999996,318976518.95,23871.22,13362.388639960587,Unified,0.7118914604948124,47.01037509976057,4.783719074221867,20.400638467677574,18.192338387869114,1253,27141.0,22974.0,0.8464684425776501,21.660814046288905,871.2,110.4,19.0,18.4,18.2,19.0,30.0,0.29764
Monterey Peninsula Unified,1072.0,621.0,0.59545,398.0,0.36995,1555.0,230.0,0.44055,117786078.57,9011.46,13070.69870697978,Unified,0.7006079027355623,42.120060790273556,3.8693009118541033,10.33434650455927,7.557750759878419,658,11651.0,7726.0,0.6631190455754871,17.706686930091184,332.6,36.0,22.0,20.666666666666668,21.333333333333332,20.666666666666668,30.333333333333332,0.5248666666666667
Moorpark Unified,250.0,214.0,0.8699,178.0,0.72365,1069.0,237.0,0.85565,62563919.66,5896.79,10609.826644665996,Unified,0.8011204481792717,45.747899159663866,5.0700280112044815,15.058823529411764,14.302521008403362,357,7036.0,2604.0,0.3700966458214895,19.708683473389357,252.25,56.0,25.0,24.0,24.5,24.0,86.5,0.7863499999999999
Moreno Valley Unified,3984.0,1517.0,0.32663749999999997,689.0,0.1134,4702.0,400.0,0.33334,418387905.2,30564.66,13688.616369362524,Unified,0.7337047353760445,44.9933147632312,5.778272980501392,13.155431754874652,13.1025069637883,1795,36713.0,34049.0,0.9274371476043908,20.45292479108635,772.6666666666666,75.66666666666667,20.6,19.4,19.8,19.2,29.2,0.38674
Morgan Hill Unified,518.0,444.0,0.8553000000000001,360.0,0.6839666666666666,1346.0,388.0,0.7533,90662331.48,7845.76,11555.583076719146,Unified,0.771551724137931,43.64224137931034,4.747844827586207,13.045258620689655,8.183189655172415,464,9550.0,3858.0,0.40397905759162306,20.58189655172414,396.3333333333333,76.66666666666667,24.0,23.333333333333332,23.666666666666668,22.666666666666668,59.333333333333336,0.7433999999999998
Morongo Unified,204.0,168.0,0.8382,94.0,0.4583,1035.0,104.0,0.6044666666666667,103824160.95,7941.35,13073.867912886348,Unified,0.6977687626774848,44.68559837728195,4.511156186612576,12.762677484787018,11.123732251521298,493,9685.0,6959.0,0.7185338151781104,19.64503042596349,350.3333333333333,10.666666666666666,25.0,24.0,25.0,23.0,13.0,0.8125
Mountain Empire Unified,78.0,52.0,0.792,26.0,0.396,582.0,31.0,0.37740000000000007,23130086.01,1613.82,14332.506729375025,Unified,0.821875,42.871875,5.0125,13.396875,5.915625,320,5946.0,2907.0,0.48890010090817354,18.58125,108.83333333333333,6.666666666666667,25.0,21.0,21.0,23.0,12.0,0.6
Mountain Valley Unified,2.0,0.0,,0.0,,36.0,0.0,,4432838.81,244.91,18099.86856396227,Unified,0.6,48.2,3.9,16.15,12.9,20,295.0,227.0,0.7694915254237288,14.75,19.0,0.0,,,,,,
Mountain View-Los Altos Union High,692.0,620.0,0.8964333333333334,562.0,0.8151666666666667,2113.0,1166.0,0.8786999999999999,96772070.75,4194.27,23072.446635528944,High,0.6254416961130742,42.72791519434629,6.717314487632509,13.752650176678445,10.897526501766784,283,4584.0,1024.0,0.22338568935427575,16.197879858657245,691.0,228.0,28.333333333333332,28.666666666666668,27.666666666666668,27.666666666666668,198.0,0.8689
Mt. Diablo Unified,1227.0,948.0,0.7495833333333333,750.0,0.5792166666666666,4006.0,832.0,0.6314,378275568.53,29298.72,12910.99298979614,Unified,0.7761596548004315,46.45900755124056,4.271305285868393,14.738942826321468,11.759439050701186,1854,33429.0,15728.0,0.47048969457656525,18.03074433656958,490.75,80.75,24.0,23.166666666666668,23.333333333333332,22.833333333333332,80.16666666666667,0.6667333333333333
Muroc Joint Unified,64.0,58.0,0.9354,39.0,0.62915,214.0,29.0,0.7633,19221351.13,1688.71,11382.268790970622,Unified,0.7102803738317757,43.67289719626168,4.196261682242991,12.373831775700934,9.046728971962617,107,2002.0,709.0,0.35414585414585414,18.710280373831775,82.0,5.333333333333333,,,,,,
Murrieta Valley Unified,1668.0,1349.0,0.81365,920.0,0.5548,4175.0,1137.0,0.653275,239474229.09,22088.73,10841.4666252881,Unified,0.7147766323024055,46.56099656357388,5.390893470790378,14.518041237113403,12.489690721649485,1164,24771.0,9455.0,0.3816963384602963,21.280927835051546,866.6,183.6,23.0,21.75,22.0,21.75,143.75,0.626525
Napa Valley Unified,984.0,705.0,0.7390000000000001,482.0,0.50898,2931.0,646.0,0.49056,192879519.21,15697.36,12287.38585405444,Unified,0.7355140186915888,44.757009345794394,4.737383177570093,13.986915887850467,11.722429906542056,1070,18689.0,9769.0,0.5227138958745786,17.466355140186916,483.8333333333333,56.0,22.25,21.75,22.25,22.25,51.25,0.634925
