d_name,sat_num_tst_takr,sat_num_erw_over_benchmark,sat_pct_erw_over_benchmark,sat_num_math_over_benchmark,sat_pct_math_over_benchmark,sat_enroll,sat_tot_num_both_over_benchmark,sat_pct_both_over_benchmark,annual_expense_of_ed,current_expense_ada,current_expense_per_ada,lea_type,avg_tchr_sex,avg_tchr_age,avg_tchr_edu_lvl,avg_tchr_yrs_tching,avg_tchr_yrs_in_dstrct,tchrs_per_district,cumulative_enrollment,cum_enrollment_sed,socio_ec_disadv_pct,student_teacher_ratio,act_enroll,act_num_tst_takr,act_avg_scr_read,act_avg_scr_eng,act_avg_scr_math,act_avg_scr_sci,act_num_ge_21,act_pct_ge_21
Wheatland Union High,104.0,86.0,0.8269,54.0,0.5192,428.0,72.0,0.5714,9310830.77,748.75,12435.166303839733,High,0.55,44.225,4.425,10.3,8.2,40,872.0,401.0,0.4598623853211009,21.8,166.5,18.0,23.0,21.0,21.0,22.0,10.0,0.5556
Whittier Union High,2454.0,1696.0,0.6775666666666668,1130.0,0.45330000000000004,5561.0,918.0,0.5660666666666666,158246087.94,10868.3,14560.334913463928,High,0.5737122557726465,44.95204262877442,5.380106571936057,16.660746003552397,14.348134991119005,563,12617.0,9402.0,0.7451850677657129,22.410301953818827,819.7142857142857,111.42857142857143,20.166666666666668,19.5,20.333333333333332,19.666666666666668,55.666666666666664,0.4267166666666666
William S. Hart Union High,2752.0,2414.0,0.8553499999999999,1875.0,0.60836,8156.0,2285.0,0.7653222222222222,255144957.17,21359.3,11945.380100003276,High,0.6321243523316062,44.07623982235381,4.708364174685419,15.49740932642487,11.457438934122871,1351,31926.0,10926.0,0.3422289043412892,23.63138415988157,652.2307692307693,115.07692307692308,25.75,25.0,23.875,23.875,145.25,0.7815625
Williams Unified,58.0,22.0,0.37929999999999997,2.0,0.0345,187.0,20.0,0.3125,15600533.12,1227.27,12711.573753126859,Unified,0.6455696202531646,42.18987341772152,4.341772151898734,11.39240506329114,7.974683544303797,79,1415.0,1302.0,0.9201413427561838,17.911392405063292,82.5,5.0,,,,,,
Willits Unified,38.0,27.0,0.7295,14.0,0.37865000000000004,293.0,24.0,0.35414999999999996,20169877.18,1402.11,14385.374314426115,Unified,0.7615384615384615,45.53076923076923,3.8615384615384616,9.415384615384616,7.0,130,2116.0,1566.0,0.7400756143667296,16.276923076923076,89.0,7.0,,,,,,
Willows Unified,54.0,28.0,0.5185,12.0,0.22219999999999998,247.0,30.0,0.5,13541257.01,1380.38,9809.803829380315,Unified,0.691358024691358,44.888888888888886,4.061728395061729,13.765432098765432,10.555555555555555,81,1590.0,1132.0,0.7119496855345911,19.62962962962963,119.0,5.0,,,,,,
Windsor Unified,280.0,242.0,0.8643000000000001,158.0,0.5643,917.0,196.0,0.6405,45858243.04,3701.78,12388.160031120164,Unified,0.7484662576687117,46.171779141104295,3.9938650306748467,12.44478527607362,11.343558282208589,326,5408.0,2318.0,0.4286242603550296,16.588957055214724,300.6666666666667,77.33333333333333,23.0,22.0,21.0,22.0,70.0,0.6034
Winters Joint Unified,62.0,48.0,0.7742,32.0,0.5161,241.0,28.0,0.56,18640169.58,1471.93,12663.76089895579,Unified,0.7741935483870968,44.8494623655914,4.548387096774194,13.03225806451613,10.806451612903226,93,1639.0,1104.0,0.673581452104942,17.623655913978496,110.5,6.0,,,,,,
Wiseburn Unified,278.0,191.0,0.67015,91.0,0.30867500000000003,705.0,236.0,0.433975,28145161.09,2446.43,11504.584676446904,Unified,0.7773722627737226,40.48905109489051,5.354014598540146,11.273722627737227,6.821167883211679,274,4615.0,1870.0,0.40520043336944744,16.843065693430656,211.25,60.0,20.25,20.0,19.0,19.5,21.5,0.35652500000000004
Woodlake Unified,44.0,30.0,0.6818000000000001,12.0,0.2727,299.0,42.0,0.375,26587448.21,2015.75,13189.854004712886,Unified,0.6576576576576577,42.86486486486486,3.630630630630631,13.117117117117116,10.81081081081081,111,2266.0,2034.0,0.8976169461606355,20.414414414414413,159.5,30.0,18.0,18.0,19.0,18.0,8.0,0.2667
Woodland Joint Unified,446.0,306.0,0.6822666666666667,194.0,0.43306666666666666,1461.0,142.0,0.4719,112276752.21,9221.81,12175.131802758895,Unified,0.753577106518283,43.55961844197138,4.201907790143085,14.028616852146264,10.615262321144675,629,10615.0,6881.0,0.6482336316533208,16.875993640699523,486.6666666666667,92.66666666666667,19.666666666666668,18.666666666666668,19.0,20.0,35.333333333333336,0.38056666666666666
Yosemite Unified,114.0,89.0,0.83105,51.0,0.47685,410.0,84.0,0.785,18536563.22,1451.42,12771.329608245716,Unified,0.6440677966101694,48.389830508474574,4.364406779661017,16.491525423728813,10.508474576271187,118,2319.0,1207.0,0.5204829667960328,19.652542372881356,121.33333333333333,24.666666666666668,22.0,21.0,22.0,22.0,20.5,0.5851999999999999
Yreka Union High,82.0,62.0,0.7561,48.0,0.5854,287.0,40.0,0.625,9151212.53,585.18,15638.286561399911,High,0.5581395348837209,48.58139534883721,4.511627906976744,13.395348837209303,10.069767441860465,43,711.0,393.0,0.5527426160337553,16.53488372093023,144.0,38.0,23.0,20.0,21.0,21.0,20.0,0.5263
Yuba City Unified,410.0,337.0,0.8314666666666666,230.0,0.5601666666666667,1934.0,254.0,0.6334666666666667,152239409.58,11722.5,12986.940463211773,Unified,0.7359154929577465,44.92723004694836,4.460093896713615,14.254694835680752,11.868544600938968,852,14625.0,11173.0,0.7639658119658119,17.16549295774648,455.5,58.0,23.0,21.666666666666668,22.0,22.666666666666668,47.0,0.6101
Yucaipa-Calimesa Joint Unified,454.0,360.0,0.7929999999999999,270.0,0.5947,1436.0,273.0,0.6675,91353178.14,7855.5,11629.199686843613,Unified,0.7486631016042781,43.31372549019608,5.632798573975045,12.194295900178252,9.071301247771837,561,10881.0,5957.0,0.5474680635970959,19.39572192513369,683.5,61.0,24.0,22.0,22.0,22.0,40.0,0.6557
