d_name,gender_code,age,education_level,years_teaching,years_in_district,tchrs_per_district
Folsom-Cordova Unified,0.77109440267335,46.040100250626566,4.685045948203843,15.191311612364244,11.801169590643275,1197
Fontana Unified,0.7137964774951077,45.72651663405088,5.6100782778864975,15.38013698630137,13.547945205479452,2044
Foresthill Union Elementary,0.8571428571428571,48.333333333333336,3.1904761904761907,12.428571428571429,10.428571428571429,21
Forestville Union Elementary,0.8888888888888888,43.111111111111114,4.611111111111111,10.222222222222221,7.611111111111111,18
Forks of Salmon Elementary,0.0,26.0,3.0,1.0,1.0,1
Fort Bragg Unified,0.7518248175182481,45.613138686131386,4.204379562043796,9.058394160583942,7.970802919708029,137
Fort Ross Elementary,0.6666666666666666,57.333333333333336,5.666666666666667,24.0,6.333333333333333,3
Fort Sage Unified,0.75,52.4,3.6,8.8,5.8,20
Fortuna Elementary,0.8351648351648352,44.362637362637365,4.21978021978022,14.835164835164836,11.604395604395604,91
Fortuna Union High,0.5384615384615384,42.06153846153846,3.6769230769230767,12.23076923076923,9.323076923076924,65
Fountain Valley Elementary,0.8637873754152824,42.60132890365448,4.930232558139535,13.205980066445182,11.584717607973422,301
Fowler Unified,0.6821192052980133,41.71523178807947,4.139072847682119,13.834437086092715,11.42384105960265,151
Franklin Elementary,0.7272727272727273,49.77272727272727,3.6818181818181817,20.545454545454547,16.227272727272727,22
Franklin-McKinley Elementary,0.7992424242424242,40.36363636363637,4.323863636363637,12.337121212121213,9.736742424242424,528
Fremont Unified,0.7447739426349052,44.384540593096744,4.607681088964512,10.302868254739913,10.278561011181331,2057
Fremont Union High,0.6023688663282571,42.91201353637902,5.675126903553299,14.560067681895093,11.12859560067682,591
French Gulch-Whiskeytown Elementary,0.6666666666666666,59.5,4.833333333333333,13.5,12.0,6
Freshwater Elementary,0.7272727272727273,48.36363636363637,3.909090909090909,17.181818181818183,13.454545454545455,22
Fresno County Office of Education,0.7036290322580645,43.756048387096776,4.691532258064516,13.143145161290322,8.391129032258064,496
Fresno Unified,0.735649879041126,44.18627666593358,4.279305036287663,14.93446228282384,13.148009676709918,4547
Fruitvale Elementary,0.8379888268156425,42.089385474860336,4.318435754189944,13.670391061452515,11.418994413407821,179
Fullerton Elementary,0.8569254185692542,42.887366818873666,6.140030441400304,15.526636225266362,11.821917808219178,657
Fullerton Joint Union High,0.521259842519685,44.899212598425194,6.2,15.913385826771654,14.193700787401575,635
Galt Joint Union Elementary,0.8738317757009346,46.032710280373834,4.425233644859813,16.682242990654206,14.172897196261681,214
Galt Joint Union High,0.5968992248062015,43.674418604651166,4.6434108527131785,14.891472868217054,11.565891472868216,129
Garden Grove Unified,0.7857142857142857,44.08377425044092,3.0207231040564375,14.891093474426809,13.690035273368606,2268
Garfield Elementary,0.75,49.5,4.625,13.25,7.25,8
Garvey Elementary,0.76,44.556363636363635,5.472727272727273,15.301818181818183,12.610909090909091,275
Gateway Unified,0.7469879518072289,45.524096385542165,4.379518072289157,14.41566265060241,9.240963855421686,166
Gazelle Union Elementary,0.5,57.0,3.0,4.5,1.0,2
General Shafter Elementary,0.9090909090909091,44.90909090909091,2.727272727272727,9.363636363636363,9.363636363636363,11
Gerber Union Elementary,0.7692307692307693,42.23076923076923,3.923076923076923,13.692307692307692,11.961538461538462,26
Geyserville Unified,0.6363636363636364,45.59090909090909,4.363636363636363,10.045454545454545,7.136363636363637,22
Gilroy Unified,0.7603305785123967,44.603305785123965,4.413223140495868,13.884297520661157,9.776859504132231,605
Glendale Unified,0.7600308641975309,46.36574074074074,6.1782407407407405,17.035493827160494,15.356481481481481,1296
Glendora Unified,0.770618556701031,46.18041237113402,5.40979381443299,15.88659793814433,14.832474226804123,388
Glenn County Office of Education,0.782051282051282,44.98717948717949,4.230769230769231,11.820512820512821,8.871794871794872,78
Gold Oak Union Elementary,0.8888888888888888,42.96296296296296,4.555555555555555,12.185185185185185,8.148148148148149,27
Gold Trail Union Elementary,0.8108108108108109,46.108108108108105,3.5405405405405403,14.945945945945946,11.162162162162161,37
Golden Feather Union Elementary,0.5714285714285714,42.0,3.2857142857142856,10.857142857142858,7.0,7
Golden Plains Unified,0.6020408163265306,44.244897959183675,3.2346938775510203,11.5,10.510204081632653,98
Golden Valley Unified,0.7168141592920354,42.097345132743364,3.6194690265486726,12.743362831858407,8.504424778761061,113
Goleta Union Elementary,0.8898678414096917,43.74449339207048,5.361233480176211,16.154185022026432,13.656387665198238,227
Gonzales Unified,0.6470588235294118,45.76470588235294,4.985294117647059,13.764705882352942,8.323529411764707,136
Gorman Joint,0.9047619047619048,45.42857142857143,4.40952380952381,9.447619047619048,7.904761904761905,105
Grant Elementary,0.7631578947368421,50.21052631578947,4.368421052631579,17.973684210526315,12.31578947368421,38
Grass Valley Elementary,0.7627118644067796,45.16949152542373,4.61864406779661,12.822033898305085,9.423728813559322,118
Gratton Elementary,1.0,46.583333333333336,3.0,13.583333333333334,9.916666666666666,12
Gravenstein Union Elementary,0.8113207547169812,43.64150943396226,3.981132075471698,12.226415094339623,8.018867924528301,53
Graves Elementary,1.0,65.5,2.5,17.0,14.0,2
Green Point Elementary,0.6666666666666666,52.666666666666664,4.0,6.666666666666667,3.0,3
Greenfield Union,0.8204081632653061,42.99387755102041,4.1755102040816325,13.902040816326531,12.255102040816327,490
Greenfield Union Elementary,0.7475247524752475,40.14356435643565,4.183168316831683,9.638613861386139,7.485148514851486,202
Grenada Elementary,0.8571428571428571,43.857142857142854,4.142857142857143,13.0,10.071428571428571,14
Gridley Unified,0.6631578947368421,46.54736842105263,3.231578947368421,14.947368421052632,13.473684210526315,95
Grossmont Union High,0.5767946577629383,45.37395659432387,5.294657762938231,14.72787979966611,14.012520868113523,1198
Guadalupe Union Elementary,0.8695652173913043,44.18840579710145,4.536231884057971,12.405797101449275,8.956521739130435,69
Guerneville Elementary,0.8123076923076923,40.88923076923077,3.9353846153846153,7.630769230769231,1.48,325
Gustine Unified,0.7524752475247525,41.16831683168317,3.3564356435643563,11.712871287128714,10.574257425742575,101
Hacienda la Puente Unified,0.7303482587064677,43.88159203980099,5.32636815920398,16.0318407960199,13.627860696517413,1005
Hamilton Unified,0.7708333333333334,42.479166666666664,3.875,13.916666666666666,11.1875,48
Hanford Elementary,0.7926829268292683,39.47560975609756,4.445121951219512,12.59451219512195,11.25,328
Hanford Joint Union High,0.485,44.09,4.175,14.555,10.895,200
Happy Valley Elementary,1.0,47.72727272727273,4.636363636363637,15.363636363636363,6.545454545454546,11
Happy Valley Union Elementary,0.7037037037037037,47.7037037037037,3.3333333333333335,14.444444444444445,11.222222222222221,27
Harmony Union Elementary,0.8627450980392157,48.6078431372549,4.078431372549019,15.764705882352942,9.411764705882353,51
Hart-Ransom Union Elementary,0.8548387096774194,46.0,3.870967741935484,15.612903225806452,12.693548387096774,62
Hawthorne,0.8016877637130801,43.9915611814346,5.782700421940929,15.341772151898734,14.023206751054852,474
Hayward Unified,0.6982116244411326,44.12369597615499,4.5424739195231,11.942622950819672,11.201192250372578,1342
Healdsburg Unified,0.6701030927835051,43.51546391752577,4.56701030927835,13.597938144329897,9.381443298969073,97
Heber Elementary,0.8428571428571429,40.142857142857146,3.7714285714285714,12.257142857142858,10.657142857142857,70
Helendale Elementary,0.847953216374269,42.301169590643276,5.052631578947368,11.801169590643275,3.5555555555555554,342
Hemet Unified,0.6966292134831461,44.82504012841091,6.020064205457464,14.088282504012842,11.248796147672552,1246
Hermosa Beach City Elementary,0.8611111111111112,42.625,5.361111111111111,14.583333333333334,10.666666666666666,72
Hesperia Unified,0.7083333333333334,42.208333333333336,4.989583333333333,11.91025641025641,9.625,1248
Hickman Community Charter,0.8363636363636363,50.163636363636364,3.963636363636364,20.836363636363636,14.527272727272727,55
Hillsborough City Elementary,0.8211382113821138,44.17886178861789,6.560975609756097,17.040650406504064,10.113821138211382,123
Hilmar Unified,0.7945205479452054,43.842465753424655,3.8698630136986303,15.705479452054794,13.986301369863014,146
Hollister,0.8,44.22089552238806,3.6059701492537313,14.591044776119404,10.295522388059702,335
Holtville Unified,0.7129629629629629,41.26851851851852,4.314814814814815,12.5,11.037037037037036,108
Hope Elementary,0.8405797101449275,46.34782608695652,4.811594202898551,15.855072463768115,13.173913043478262,69
Horicon Elementary,0.7142857142857143,47.57142857142857,2.857142857142857,10.428571428571429,5.142857142857143,7
Hornbrook Elementary,0.8333333333333334,51.333333333333336,3.3333333333333335,20.333333333333332,9.333333333333334,6
Hot Springs Elementary,0.3333333333333333,67.0,6.0,30.333333333333332,2.0,3
Howell Mountain Elementary,0.5,43.75,5.125,7.125,3.875,8
Hueneme Elementary,0.8404255319148937,45.785106382978725,5.0702127659574465,18.14468085106383,14.438297872340426,470
Hughes-Elizabeth Lakes Union Elementary,0.8888888888888888,52.888888888888886,6.222222222222222,22.88888888888889,13.666666666666666,9
Hughson Unified,0.6454545454545455,45.86363636363637,3.618181818181818,16.09090909090909,12.027272727272727,110
Humboldt County Office of Education,0.6506024096385542,43.325301204819276,2.9156626506024095,6.120481927710843,4.542168674698795,83
Huntington Beach City Elementary,0.8450292397660819,44.046783625730995,7.002923976608187,13.786549707602338,11.845029239766081,342
Huntington Beach Union High,0.5458015267175572,43.42620865139949,6.276081424936387,13.357506361323155,11.34351145038168,786
Hydesville Elementary,0.8333333333333334,39.75,4.583333333333333,11.416666666666666,5.166666666666667,12
"Igo, Ono, Platina Union Elementary",0.5,53.5,2.5,8.0,2.5,2
Imperial County Office of Education,0.7475728155339806,42.89320388349515,5.203883495145631,13.349514563106796,9.281553398058252,103
Imperial Unified,0.7464114832535885,44.22488038277512,5.033492822966507,14.818181818181818,12.296650717703349,209
Indian Diggings Elementary,0.0,47.0,7.0,14.0,5.0,1
Indian Springs Elementary,0.3333333333333333,62.333333333333336,6.0,28.666666666666668,9.0,3
Inglewood Unified,0.6996996996996997,47.45645645645646,5.59009009009009,15.06006006006006,11.558558558558559,666
Inyo County Office of Education,0.5057471264367817,39.13793103448276,4.080459770114943,8.471264367816092,5.609195402298851,87
Irvine Unified,0.7884174311926605,40.7144495412844,5.872706422018348,12.965022935779816,10.630733944954128,1744
Island Union Elementary,0.9523809523809523,38.61904761904762,3.5714285714285716,10.761904761904763,7.857142857142857,21
Jacoby Creek Elementary,0.7692307692307693,45.34615384615385,3.576923076923077,16.923076923076923,11.807692307692308,26
Jamestown Elementary,0.9166666666666666,47.666666666666664,3.9166666666666665,16.333333333333332,10.875,24
Jamul-Dulzura Union Elementary,0.9302325581395349,45.51162790697674,5.069767441860465,15.976744186046512,11.488372093023257,43
Janesville Union Elementary,0.7368421052631579,50.473684210526315,4.421052631578948,17.31578947368421,11.789473684210526,19
Jefferson Elementary,0.83125,42.98125,4.25875,11.205,8.6225,800
Jefferson Union High,0.5454545454545454,43.20629370629371,4.853146853146853,12.465034965034965,9.562937062937063,286
John Swett Unified,0.7558139534883721,44.83720930232558,4.034883720930233,11.209302325581396,8.418604651162791,86
Johnstonville Elementary,0.7692307692307693,41.69230769230769,4.384615384615385,5.230769230769231,3.769230769230769,13
Julian Union Elementary,0.8578680203045685,44.90862944162436,4.50761421319797,13.441624365482234,6.568527918781726,197
Julian Union High,0.6363636363636364,42.45454545454545,4.454545454545454,13.090909090909092,8.181818181818182,11
Junction City Elementary,0.8,53.2,3.6,18.4,11.0,5
Junction Elementary,0.6842105263157895,47.94736842105263,3.789473684210526,13.263157894736842,7.7894736842105265,19
Jurupa Unified,0.7653359298928919,43.952288218111,7.272638753651412,16.0983446932814,13.9269717624148,1027
Kashia Elementary,0.5,56.0,5.0,22.0,3.5,2
Kelseyville Unified,0.7155963302752294,43.85321100917431,3.779816513761468,12.174311926605505,8.660550458715596,109
Kentfield Elementary,0.8421052631578947,46.463157894736845,5.684210526315789,16.357894736842105,10.242105263157894,95
Kenwood ,0.7777777777777778,52.55555555555556,5.0,16.833333333333332,10.555555555555555,18
Keppel Union Elementary,0.8442211055276382,43.76381909547739,4.442211055276382,14.14572864321608,8.814070351758794,199
Kerman Unified,0.6867924528301886,41.509433962264154,3.660377358490566,11.366037735849057,9.460377358490566,265
Kern County Office of Education,0.6950207468879668,43.12655601659751,4.425311203319502,11.941908713692946,8.182572614107883,482
Kern High,0.5451936872309899,43.001434720229554,5.399808703969392,13.11142993782879,11.683405069344811,2091
Kernville Union Elementary,0.8135593220338984,44.67796610169491,4.254237288135593,13.101694915254237,9.033898305084746,59
Keyes Union,0.8507462686567164,45.74626865671642,3.5970149253731343,14.985074626865671,11.238805970149254,67
King City Union,0.7267080745341615,44.93788819875776,4.149068322981367,13.875776397515528,10.273291925465838,161
Kings Canyon Joint Unified,0.6633064516129032,43.96975806451613,3.836693548387097,14.4375,12.852822580645162,496
Kings County Office of Education,0.8272727272727273,42.29090909090909,4.118181818181818,11.636363636363637,7.409090909090909,110
Kings River Union Elementary,0.6785714285714286,46.964285714285715,3.2857142857142856,15.071428571428571,9.964285714285714,28
Kings River-Hardwick Union Elementary,0.8611111111111112,46.69444444444444,3.8055555555555554,15.833333333333334,10.916666666666666,36
Kingsburg Elementary Charter,0.8709677419354839,42.403225806451616,4.282258064516129,14.411290322580646,11.741935483870968,124
Kingsburg Joint Union High,0.463768115942029,45.01449275362319,3.681159420289855,16.55072463768116,12.0,69
Kirkwood Elementary,0.6666666666666666,45.666666666666664,3.6666666666666665,17.666666666666668,7.5,6
Kit Carson Union Elementary,0.8,42.48571428571429,3.2,10.228571428571428,4.785714285714286,70
Klamath River Union Elementary,1.0,64.0,3.0,24.0,24.0,1
Klamath-Trinity Joint Unified,0.6309523809523809,47.36904761904762,3.9404761904761907,12.726190476190476,9.035714285714286,84
Kneeland Elementary,1.0,50.333333333333336,2.3333333333333335,8.0,3.3333333333333335,3
Knightsen Elementary,0.8611111111111112,44.47222222222222,4.666666666666667,9.88888888888889,8.63888888888889,36
Konocti Unified,0.7305699481865285,44.015544041450774,3.9585492227979273,8.792746113989637,7.601036269430052,193
La Canada Unified,0.7631578947368421,44.23245614035088,6.06140350877193,16.67105263157895,10.75438596491228,228
La Habra City Elementary,0.8645418326693227,45.44621513944223,6.055776892430279,17.51394422310757,15.390438247011952,251
La Honda-Pescadero Unified,0.6774193548387096,47.58064516129032,5.129032258064516,11.806451612903226,9.709677419354838,31
La Mesa-Spring Valley,0.84472049689441,46.090062111801245,6.262422360248447,17.513975155279503,16.779503105590063,644
Lafayette Elementary,0.8828828828828829,47.234234234234236,4.166666666666667,15.072072072072071,11.95045045045045,222
Laguna Beach Unified,0.75,43.57065217391305,6.858695652173913,15.554347826086957,11.103260869565217,184
Laguna Joint Elementary,1.0,52.0,7.0,3.0,3.0,1
Lagunita Elementary,0.5,36.666666666666664,3.3333333333333335,6.333333333333333,3.0,6
Lagunitas Elementary,0.7857142857142857,51.0,5.214285714285714,12.785714285714286,7.642857142857143,14
Lake County Office of Education,0.8571428571428571,45.285714285714285,4.285714285714286,11.142857142857142,3.7142857142857144,7
Lake Elementary,0.6,39.0,3.8,11.8,7.4,10
Lake Elsinore Unified,0.7382378100940975,46.62874251497006,6.0427715996578275,15.424294268605646,12.688622754491018,1169
Lake Tahoe Unified,0.744,45.572,4.1,12.408,11.268,250
Lakeport Unified,0.7802197802197802,45.934065934065934,3.758241758241758,11.76923076923077,8.054945054945055,91
Lakeside Joint,1.0,40.833333333333336,4.166666666666667,16.0,9.333333333333334,6
Lakeside Union,0.7875,43.275,3.7875,13.5,11.3875,80
Lakeside Union Elementary,0.8227848101265823,43.14556962025316,5.6234177215189876,11.281645569620252,9.224683544303797,316
Lammersville Joint Unified,0.8085808580858086,39.85478547854785,3.957095709570957,7.211221122112211,4.158415841584159,303
Lamont Elementary,0.7588652482269503,46.340425531914896,3.5886524822695036,13.148936170212766,12.687943262411348,141
Lancaster Elementary,0.7944038929440389,45.32603406326034,4.5583941605839415,14.55352798053528,11.107055961070559,822
Larkspur-Corte Madera,0.7821782178217822,45.148514851485146,5.069306930693069,15.643564356435643,9.603960396039604,101
Las Lomitas Elementary,0.8571428571428571,45.2952380952381,5.819047619047619,16.97142857142857,9.380952380952381,105
Las Virgenes Unified,0.821656050955414,44.71974522292994,7.401273885350318,10.178343949044587,7.89171974522293,628
Lassen County Office of Education,0.8695652173913043,52.0,5.173913043478261,16.304347826086957,11.826086956521738,23
Lassen Union High,0.6046511627906976,45.55813953488372,4.976744186046512,13.44186046511628,11.465116279069768,43
Lassen View Union Elementary,0.7647058823529411,47.294117647058826,3.4705882352941178,14.470588235294118,11.941176470588236,17
Laton Joint Unified,0.7454545454545455,40.30909090909091,3.3454545454545452,7.781818181818182,5.381818181818182,55
Latrobe,0.8333333333333334,47.0,4.25,14.583333333333334,10.666666666666666,12
Lawndale Elementary,0.8370927318295739,42.15538847117794,5.807017543859649,13.05513784461153,10.536340852130326,399
Laytonville Unified,0.7352941176470589,42.73529411764706,4.0,12.382352941176471,10.588235294117647,34
Le Grand Union Elementary,0.9047619047619048,42.333333333333336,3.0476190476190474,10.80952380952381,9.666666666666666,21
Le Grand Union High,0.5151515151515151,42.36363636363637,4.03030303030303,10.787878787878787,8.969696969696969,33
Leggett Valley Unified,0.6923076923076923,47.46153846153846,3.230769230769231,14.153846153846153,10.76923076923077,13
Lemon Grove,0.8133971291866029,44.71291866028708,5.014354066985646,14.129186602870814,10.411483253588516,209
Lemoore Union Elementary,0.8216216216216217,41.61081081081081,4.27027027027027,12.837837837837839,10.35135135135135,185
Lemoore Union High,0.5121951219512195,44.50406504065041,4.317073170731708,14.016260162601625,12.292682926829269,123
Lennox,0.7931818181818182,42.64090909090909,4.929545454545455,15.309090909090909,13.297727272727272,440
Lewiston Elementary,1.0,52.4,4.6,14.0,9.2,5
Liberty Elementary,0.8421052631578947,41.75657894736842,4.555921052631579,10.480263157894736,5.6480263157894735,304
Liberty Union High,0.6320754716981132,43.24528301886792,4.695754716981132,13.650943396226415,9.915094339622641,424
Lincoln Elementary,1.0,56.0,3.0,20.0,1.0,1
Lincoln Unified,0.7556390977443609,43.78007518796993,4.426691729323308,14.281954887218046,11.791353383458647,532
Linden Unified,0.6666666666666666,44.577235772357724,4.308943089430894,13.008130081300813,10.235772357723578,123
Lindsay Unified,0.6857142857142857,42.63265306122449,4.093877551020408,12.29795918367347,9.49795918367347,245
Linns Valley-Poso Flat Union,1.0,57.0,3.6666666666666665,4.666666666666667,4.666666666666667,3
Little Lake City Elementary,0.7857142857142857,43.51587301587302,4.829365079365079,15.777777777777779,12.988095238095237,252
Little Shasta Elementary,1.0,26.0,4.0,3.0,3.0,1
Live Oak Elementary,0.8,47.064,4.816,15.328,11.808,125
Live Oak Unified,0.6846846846846847,43.42342342342342,4.225225225225225,14.702702702702704,12.342342342342342,111
Livermore Valley Joint Unified,0.8012738853503185,45.55286624203821,5.057324840764331,14.3171974522293,10.719745222929935,785
Livingston Union,0.8226950354609929,43.92198581560284,3.6382978723404253,14.893617021276595,13.070921985815604,141
Lodi Unified,0.7446004319654428,44.5755939524838,4.521598272138229,12.863390928725702,11.508639308855292,1852
Loleta Union Elementary,0.875,40.75,3.0,7.875,5.0,8
Loma Prieta Joint Union Elementary,0.8235294117647058,48.35294117647059,4.676470588235294,14.323529411764707,8.676470588235293,34
Lompoc Unified,0.7738693467336684,45.42211055276382,5.085427135678392,14.182579564489112,11.559463986599665,597
Lone Pine Unified,0.7777777777777778,47.611111111111114,5.333333333333333,14.777777777777779,10.666666666666666,18
Long Beach Unified,0.7511811023622047,46.961154855643045,5.750393700787401,15.490288713910761,15.466666666666667,3810
Loomis Union Elementary,0.8106995884773662,42.382716049382715,4.613168724279835,10.440329218106996,6.864197530864198,243
Los Alamitos Unified,0.773109243697479,43.945378151260506,6.46218487394958,15.422268907563025,13.11344537815126,476
Los Altos Elementary,0.8671328671328671,42.79020979020979,6.314685314685315,14.12937062937063,9.202797202797203,286
Los Angeles County Office of Education,0.6573875802997858,47.23269093504639,3.831548893647395,10.416845110635261,8.958600999286224,1401
Los Angeles Unified,0.7169057563101507,44.26522088770137,4.633090352538328,15.537990609354328,14.645464214376508,38549
Los Banos Unified,0.7071428571428572,42.69642857142857,3.5375,11.8375,10.682142857142857,560
Los Gatos Union Elementary,0.8202247191011236,45.10674157303371,5.595505617977528,16.1123595505618,11.567415730337078,178
Los Gatos-Saratoga Joint Union High,0.5748792270531401,44.95652173913044,6.14975845410628,15.51207729468599,10.681159420289855,207
Los Molinos Unified,0.7105263157894737,44.60526315789474,3.6315789473684212,15.842105263157896,10.763157894736842,38
Los Nietos,0.797752808988764,46.71910112359551,5.49438202247191,15.96629213483146,14.146067415730338,89
Los Olivos Elementary,0.9166666666666666,44.833333333333336,4.75,14.416666666666666,13.333333333333334,12
Lost Hills Union Elementary,0.7083333333333334,46.916666666666664,3.9583333333333335,15.25,13.916666666666666,24
Lowell Joint,0.8679245283018868,44.84276729559748,5.855345911949685,16.89937106918239,14.031446540880504,159
Lucerne Elementary,0.7894736842105263,49.10526315789474,2.8421052631578947,9.368421052631579,9.368421052631579,19
Lucerne Valley Unified,0.8105263157894737,43.16315789473684,4.307894736842106,9.134210526315789,5.660526315789474,380
Lucia Mar Unified,0.7227272727272728,41.86666666666667,3.9363636363636365,12.054545454545455,10.16060606060606,660
Luther Burbank,0.6666666666666666,44.74074074074074,3.740740740740741,11.777777777777779,7.0,27
Lynwood Unified,0.6576704545454546,45.22017045454545,5.6803977272727275,15.103693181818182,13.637784090909092,704
Madera County Superintendent of Schools,0.8079470198675497,46.741721854304636,5.099337748344371,13.927152317880795,9.847682119205299,151
Madera Unified,0.7232441471571907,43.126254180602004,4.295150501672241,13.7876254180602,11.051003344481606,1196
Magnolia Elementary,0.8775510204081632,45.075801749271136,6.405247813411079,16.285714285714285,14.67930029154519,343
Mammoth Unified,0.782608695652174,45.14492753623188,4.6521739130434785,14.043478260869565,11.565217391304348,69
Manchester Union Elementary,1.0,51.666666666666664,3.6666666666666665,19.166666666666668,7.833333333333333,6
Manhattan Beach Unified,0.779891304347826,45.41304347826087,6.894021739130435,16.880434782608695,12.190217391304348,368
Manteca Unified,0.7097767513471901,44.63587374903772,4.288683602771362,15.531947652040031,13.09545804464973,1299
Manzanita Elementary,0.9333333333333333,44.6,3.0,15.666666666666666,12.2,15
Maple Creek Elementary,1.0,51.0,6.5,11.0,3.0,2
Maple Elementary,0.7857142857142857,45.285714285714285,4.0,11.857142857142858,7.5,14
Marcum-Illinois Union Elementary,0.9013157894736842,45.82236842105263,4.131578947368421,8.927631578947368,6.598684210526316,152
Maricopa Unified,0.8881036513545347,41.957597173144876,4.518256772673734,8.719670200235571,3.369846878680801,849
Marin County Office of Education,0.8279569892473119,48.913978494623656,5.623655913978495,17.838709677419356,11.064516129032258,93
Mariposa County Office of Education,0.8,45.06666666666667,5.0,10.866666666666667,7.933333333333334,15
Mariposa County Unified,0.7153846153846154,45.715384615384615,3.976923076923077,13.653846153846153,9.861538461538462,130
Mark Twain Union Elementary,0.8181818181818182,43.15909090909091,3.25,10.159090909090908,7.5227272727272725,44
Mark West Union Elementary,0.8837209302325582,46.75581395348837,4.27906976744186,16.302325581395348,13.44186046511628,86
Martinez Unified,0.7935222672064778,44.874493927125506,4.716599190283401,12.161943319838057,10.842105263157896,247
Marysville Joint Unified,0.7114624505928854,44.57905138339921,2.984189723320158,12.470355731225297,12.007905138339922,506
Mattole Unified,0.5,45.5,2.6,10.6,10.3,10
Maxwell Unified,0.7619047619047619,43.0,4.285714285714286,10.952380952380953,7.571428571428571,21
McCabe Union Elementary,0.7936507936507936,39.095238095238095,5.190476190476191,12.142857142857142,9.80952380952381,63
McCloud Union Elementary,1.0,51.0,3.6,19.6,16.0,5
McFarland Unified,0.671875,41.1875,4.010416666666667,11.015625,10.385416666666666,192
McKinleyville Union Elementary,0.8235294117647058,45.029411764705884,3.75,11.632352941176471,9.5,68
McKittrick Elementary,0.625,50.125,3.75,19.125,13.5,8
McSwain Union Elementary,0.9038461538461539,41.32692307692308,3.5384615384615383,11.173076923076923,9.673076923076923,52
Meadows Union Elementary,0.7692307692307693,43.42307692307692,3.8846153846153846,13.884615384615385,9.807692307692308,26
Mendocino County Office of Education,0.7272727272727273,52.93939393939394,5.090909090909091,12.363636363636363,7.848484848484849,33
Mendocino Unified,0.6666666666666666,41.333333333333336,4.372549019607843,10.764705882352942,8.372549019607844,51
Mendota Unified,0.6594594594594595,39.57837837837838,3.443243243243243,10.47027027027027,9.216216216216216,185
Menifee Union Elementary,0.7893030794165316,43.0356564019449,6.014586709886548,13.022690437601296,9.648298217179903,617
Menlo Park City Elementary,0.8090909090909091,44.527272727272724,5.531818181818182,15.127272727272727,9.181818181818182,220
Merced City Elementary,0.8026315789473685,46.046052631578945,3.4046052631578947,15.320723684210526,14.047697368421053,608
Merced County Office of Education,0.7385321100917431,45.4954128440367,4.532110091743119,12.596330275229358,9.963302752293577,218
Merced River Union Elementary,0.6363636363636364,43.81818181818182,3.6363636363636362,7.7272727272727275,5.636363636363637,11
Merced Union High,0.5034843205574913,42.534843205574916,3.8919860627177703,13.637630662020905,12.17247386759582,574
Meridian Elementary,0.8023032629558541,41.18809980806142,4.303262955854127,8.82725527831094,3.431861804222649,521
Mesa Union Elementary,0.9166666666666666,45.88333333333333,4.783333333333333,17.933333333333334,10.716666666666667,60
Middletown Unified,0.7266666666666667,41.406666666666666,4.276666666666666,9.25,5.04,300
Midway Elementary,0.5714285714285714,48.0,4.571428571428571,16.428571428571427,14.428571428571429,7
Mill Valley Elementary,0.8341232227488151,46.29857819905213,4.7725118483412325,14.606635071090047,10.502369668246445,211
Millbrae Elementary,0.7868852459016393,46.13934426229508,4.39344262295082,12.89344262295082,10.147540983606557,122
Millville Elementary,0.8235294117647058,50.294117647058826,3.2941176470588234,11.117647058823529,6.294117647058823,17
Milpitas Unified,0.7509293680297398,42.93122676579926,5.310408921933085,11.962825278810408,10.843866171003718,538
Mission Union Elementary,0.8888888888888888,44.77777777777778,5.444444444444445,15.333333333333334,9.222222222222221,9
Modesto City Elementary,0.7762906309751434,46.136711281070745,4.124282982791587,16.080305927342256,12.4282982791587,1046
Modesto City High,0.5462184873949579,44.98679471788716,4.720288115246098,16.338535414165666,12.82232893157263,833
Modoc County Office of Education,0.8181818181818182,42.40909090909091,5.818181818181818,10.636363636363637,8.409090909090908,22
Modoc Joint Unified,0.6415094339622641,42.283018867924525,3.9245283018867925,12.226415094339623,10.547169811320755,53
Mojave Unified,0.673202614379085,47.38562091503268,4.228758169934641,12.65359477124183,9.705882352941176,153
Mono County Office of Education,0.6428571428571429,44.285714285714285,4.642857142857143,8.392857142857142,4.785714285714286,28
Monroe Elementary,0.9166666666666666,43.416666666666664,3.5,10.583333333333334,8.666666666666666,12
Monrovia Unified,0.7105263157894737,44.44736842105263,5.401315789473684,15.467105263157896,12.148026315789474,304
Monson-Sultana Joint Union Elementary,0.6521739130434783,42.130434782608695,3.5652173913043477,12.826086956521738,11.26086956521739,23
Montague Elementary,1.0,44.75,2.25,8.5,8.375,8
Monte Rio Union Elementary,0.7777777777777778,46.44444444444444,3.4444444444444446,10.333333333333334,5.777777777777778,9
Montebello Unified,0.7118914604948124,47.01037509976057,4.783719074221867,20.400638467677574,18.192338387869114,1253
Montecito Union Elementary,0.875,45.975,5.5,16.55,11.05,40
Monterey County Office of Education,0.7877358490566038,45.29716981132076,4.867924528301887,10.533018867924529,7.382075471698113,212
Monterey Peninsula Unified,0.7006079027355623,42.120060790273556,3.8693009118541033,10.33434650455927,7.557750759878419,658
Montgomery Elementary,0.5,59.5,3.75,30.25,21.0,4
Moorpark Unified,0.8011204481792717,45.747899159663866,5.0700280112044815,15.058823529411764,14.302521008403362,357
Moraga Elementary,0.8349514563106796,46.9126213592233,3.9223300970873787,11.271844660194175,10.941747572815533,103
