d_name,gender_code,age,education_level,years_teaching,years_in_district,tchrs_per_district
Santa Rosa High,0.6137071651090342,47.191588785046726,4.316199376947041,11.5202492211838,11.299065420560748,642
Santa Ynez Valley Union High,0.5454545454545454,47.41818181818182,5.163636363636364,16.381818181818183,12.436363636363636,55
Santee,0.8828571428571429,44.36,5.451428571428571,14.64,12.434285714285714,350
Saratoga Union Elementary,0.813953488372093,45.97674418604651,5.612403100775194,17.232558139534884,12.046511627906977,129
Saucelito Elementary,1.0,47.4,4.4,15.2,14.2,5
Saugus Union,0.9313131313131313,46.35757575757576,6.1454545454545455,18.294949494949496,14.89090909090909,495
Sausalito Marin City,0.6666666666666666,43.78787878787879,5.0,10.575757575757576,3.484848484848485,33
Savanna Elementary,0.9083969465648855,40.89312977099237,5.480916030534351,15.106870229007633,12.748091603053435,131
Scotia Union Elementary,0.8461538461538461,45.92307692307692,3.8461538461538463,13.23076923076923,11.615384615384615,13
Scott Valley Unified,0.8,44.7,3.74,11.34,7.9,50
Scotts Valley Unified,0.7647058823529411,46.11764705882353,5.617647058823529,14.279411764705882,10.485294117647058,136
Sebastopol Union Elementary,0.7857142857142857,46.17857142857143,3.767857142857143,12.964285714285714,6.785714285714286,56
Seeley Union Elementary,0.85,44.25,4.9,12.05,9.6,20
Seiad Elementary,1.0,46.0,1.0,5.0,5.0,1
Selma Unified,0.7518610421836228,43.521091811414394,5.076923076923077,15.022332506203474,12.49379652605459,403
Semitropic Elementary,0.6923076923076923,39.76923076923077,4.0,9.461538461538462,5.384615384615385,13
Sequoia Union Elementary,0.875,47.25,4.75,9.875,4.25,16
Sequoia Union High,0.6180758017492711,42.255102040816325,5.28134110787172,13.533527696793003,9.479591836734693,686
Shaffer Union Elementary,0.8181818181818182,47.27272727272727,3.272727272727273,15.727272727272727,11.0,11
Shandon Joint Unified,0.8,41.4,4.28,9.68,5.24,25
Shasta County Office of Education,0.8170731707317073,49.609756097560975,4.7560975609756095,18.646341463414632,8.78048780487805,82
Shasta Union Elementary,0.8888888888888888,50.333333333333336,3.888888888888889,14.555555555555555,8.222222222222221,9
Shasta Union High,0.48881789137380194,45.78274760383387,4.5495207667731625,14.613418530351439,11.53035143769968,313
Shiloh Elementary,0.7272727272727273,40.09090909090909,3.5454545454545454,10.454545454545455,8.272727272727273,11
Sierra County Office of Education,1.0,49.5,3.0,16.0,14.0,2
Sierra Sands Unified,0.7986798679867987,43.759075907590756,4.303630363036303,12.369636963696369,11.013201320132014,303
Sierra Unified,0.7411764705882353,46.64705882352941,4.329411764705882,16.941176470588236,12.882352941176471,85
Sierra-Plumas Joint Unified,0.7419354838709677,51.32258064516129,3.774193548387097,11.709677419354838,9.838709677419354,31
Silver Fork Elementary,0.6666666666666666,57.0,5.333333333333333,29.0,7.666666666666667,3
Silver Valley Unified,0.746268656716418,40.97014925373134,4.104477611940299,12.208955223880597,8.977611940298507,134
Simi Valley Unified,0.7849944008958567,47.60582306830907,4.349384098544233,15.175811870100784,15.08622620380739,893
Siskiyou County Office of Education,0.7706422018348624,48.1651376146789,4.275229357798165,10.954128440366972,6.220183486238532,109
Siskiyou Union High,0.5652173913043478,48.47826086956522,4.239130434782608,14.630434782608695,11.282608695652174,46
Snelling-Merced Falls Union Elementary,0.8,46.8,3.6,11.8,7.8,5
Snowline Joint Unified,0.7055555555555556,46.91388888888889,6.205555555555556,12.383333333333333,11.61111111111111,360
Solana Beach Elementary,0.9130434782608695,43.806763285024154,5.193236714975845,15.03864734299517,12.082125603864734,207
Solano County Office of Education,0.7640449438202247,47.449438202247194,4.52808988764045,9.97752808988764,9.426966292134832,89
Soledad Unified,0.6413043478260869,42.369565217391305,4.898550724637682,13.0,8.271739130434783,276
Solvang Elementary,0.8333333333333334,39.46666666666667,5.1,12.033333333333333,8.0,30
Somis Union,0.6875,44.6875,5.6875,14.8125,9.625,16
Sonoma County Office of Education,0.7830188679245284,49.25471698113208,4.783018867924528,16.669811320754718,11.471698113207546,106
Sonoma Valley Unified,0.7463768115942029,45.45652173913044,4.115942028985507,12.30072463768116,10.08695652173913,276
Sonora Elementary,0.7954545454545454,42.43181818181818,3.6818181818181817,13.068181818181818,8.522727272727273,44
Sonora Union High,0.5185185185185185,46.333333333333336,4.5,18.074074074074073,13.185185185185185,54
Soquel Union Elementary,0.752,43.32,5.0,14.296,8.6,125
Soulsbyville Elementary,0.7419354838709677,44.38709677419355,3.0,12.709677419354838,10.290322580645162,31
South Bay Union,0.8533653846153846,45.54567307692308,4.420673076923077,15.3125,5.367788461538462,416
South Bay Union Elementary,0.8970588235294118,45.05882352941177,3.6323529411764706,7.205882352941177,5.0,68
South Fork Union,0.8571428571428571,44.142857142857146,3.0,9.142857142857142,7.857142857142857,14
South Monterey County Joint Union High,0.5819672131147541,42.64754098360656,4.532786885245901,10.639344262295081,8.540983606557377,122
South Pasadena Unified,0.7831325301204819,45.3855421686747,6.176706827309237,13.726907630522089,9.180722891566266,249
South San Francisco Unified,0.744140625,42.212890625,4.302734375,11.755859375,10.177734375,512
South Whittier Elementary,0.7948717948717948,46.83974358974359,5.5256410256410255,16.814102564102566,14.544871794871796,156
Southern Humboldt Joint Unified,0.7111111111111111,46.111111111111114,3.422222222222222,7.7555555555555555,5.066666666666666,45
Southern Kern Unified,0.7268518518518519,42.199074074074076,3.699074074074074,9.393518518518519,6.8842592592592595,216
Southern Trinity Joint Unified,0.8333333333333334,47.5,3.0833333333333335,11.5,11.416666666666666,12
Spencer Valley Elementary,0.8333333333333334,40.958333333333336,4.716145833333333,9.510416666666666,4.6484375,384
Spreckels Union Elementary,0.9285714285714286,45.642857142857146,4.321428571428571,12.75,8.25,56
Springville Union Elementary,0.9444444444444444,46.94444444444444,3.4444444444444446,14.666666666666666,12.055555555555555,18
Standard Elementary,0.8125,42.77272727272727,4.005681818181818,13.210227272727273,10.926136363636363,176
Stanislaus County Office of Education,0.798469387755102,45.982142857142854,3.8316326530612246,11.556122448979592,7.793367346938775,392
Stanislaus Union Elementary,0.796875,42.979166666666664,3.8385416666666665,10.708333333333334,9.197916666666666,192
Stockton Unified,0.7233835683033544,46.145357316480315,4.543509965969859,13.54399611084103,13.272241127856102,2057
Stone Corral Elementary,0.7575757575757576,41.06060606060606,3.272727272727273,10.121212121212121,3.3636363636363638,33
Stony Creek Joint Unified,0.5833333333333334,49.5,3.75,9.916666666666666,5.666666666666667,12
Strathmore Union Elementary,0.7142857142857143,43.833333333333336,3.9285714285714284,14.404761904761905,11.928571428571429,42
Sulphur Springs Union,0.9480968858131488,45.653979238754324,4.795847750865052,16.695501730103807,13.401384083044983,289
Summerville Elementary,0.6956521739130435,45.91304347826087,2.869565217391304,19.217391304347824,16.52173913043478,23
Summerville Union High,0.5942028985507246,47.3768115942029,3.463768115942029,9.768115942028986,6.0,69
Sundale Union Elementary,0.8055555555555556,46.69444444444444,3.4166666666666665,16.166666666666668,14.36111111111111,36
Sunnyside Union Elementary,0.7,43.4,3.35,7.9,6.65,20
Sunnyvale,0.803763440860215,40.446236559139784,4.717741935483871,8.989247311827956,8.185483870967742,372
Sunol Glen Unified,0.9375,44.0,5.4375,12.4375,6.5625,16
Surprise Valley Joint Unified,0.7,40.7,4.3,10.1,6.9,10
Susanville Elementary,0.828125,44.984375,3.328125,13.765625,9.890625,64
Sutter County Office of Education,0.7738095238095238,46.333333333333336,4.476190476190476,13.392857142857142,8.25,84
Sutter Union High,0.39473684210526316,47.526315789473685,3.763157894736842,15.973684210526315,13.157894736842104,38
Sweetwater Union High,0.5924256086564472,45.07484220018034,5.328223624887285,15.454463480613166,13.71370604147881,2218
Sylvan Union Elementary,0.8191721132897604,42.930283224400874,3.8518518518518516,11.154684095860567,9.206971677559913,459
Taft City,0.8412698412698413,41.53968253968254,3.9285714285714284,11.015873015873016,9.603174603174603,126
Taft Union High,0.5694444444444444,45.72222222222222,5.472222222222222,14.180555555555555,9.402777777777779,72
Tahoe-Truckee Unified,0.8051948051948052,46.535714285714285,4.762987012987013,14.730519480519481,13.12012987012987,308
Tamalpais Union High,0.5835694050991501,45.29178470254958,5.073654390934844,15.339943342776204,11.127478753541077,353
Tehachapi Unified,0.7918552036199095,47.56108597285068,3.8009049773755654,13.194570135746606,10.389140271493213,221
Tehama County Department of Education,0.8035714285714286,44.357142857142854,4.089285714285714,13.678571428571429,7.428571428571429,56
Temecula Valley Unified,0.7561290322580645,46.49483870967742,6.16258064516129,17.410967741935483,12.74,1550
Temple City Unified,0.7391304347826086,45.61204013377927,5.551839464882943,16.270903010033443,14.244147157190636,299
Templeton Unified,0.796875,45.6953125,4.6015625,14.9609375,11.1953125,128
Terra Bella Union Elementary,0.72,42.72,3.88,14.42,14.0,50
Thermalito Union Elementary,0.7282608695652174,45.54347826086956,3.9347826086956523,14.01086956521739,9.684782608695652,92
Three Rivers Union Elementary,0.8888888888888888,55.22222222222222,3.111111111111111,16.11111111111111,12.444444444444445,9
Tipton Elementary,0.8620689655172413,45.62068965517241,3.9310344827586206,15.551724137931034,13.620689655172415,29
Torrance Unified,0.7714502657555049,45.44343204252088,5.389521640091116,16.0334092634776,13.73955960516325,1317
Tracy Joint Unified,0.7371638141809291,45.974327628361856,4.49877750611247,14.493887530562347,12.54278728606357,818
Traver Joint Elementary,0.5714285714285714,45.57142857142857,2.857142857142857,13.785714285714286,12.214285714285714,14
Travis Unified,0.7450980392156863,45.552287581699346,4.872549019607843,12.529411764705882,11.38562091503268,306
Tres Pinos Union Elementary,1.0,44.857142857142854,3.2857142857142856,12.714285714285714,7.428571428571429,7
Trinidad Union Elementary,0.6923076923076923,41.92307692307692,3.5384615384615383,6.846153846153846,6.846153846153846,13
Trinity Alps Unified,0.5192307692307693,46.76923076923077,4.711538461538462,14.846153846153847,10.307692307692308,52
Trinity Center Elementary,1.0,68.5,6.5,17.5,1.5,2
Trinity County Office of Education,0.5,47.94444444444444,5.833333333333333,12.944444444444445,5.0,18
Trona Joint Unified,0.7732997481108312,41.41309823677582,3.9672544080604535,8.448362720403022,1.7128463476070528,397
Tulare City,0.7855822550831792,42.69316081330869,5.011090573012939,14.508317929759704,13.033271719038817,541
Tulare County Office of Education,0.7312661498708011,44.30749354005168,4.224806201550388,12.320413436692506,7.423772609819121,387
Tulare Joint Union High,0.5268456375838926,42.25503355704698,5.268456375838926,12.268456375838927,11.885906040268456,298
Tulelake Basin Joint Unified,0.39285714285714285,46.535714285714285,4.392857142857143,15.964285714285714,12.214285714285714,28
Tuolumne County Superintendent of Schools,0.8666666666666667,48.93333333333333,4.6,11.577777777777778,5.2444444444444445,45
Turlock Unified,0.7131882202304738,43.69270166453265,4.434058898847631,14.416133162612036,11.26504481434059,781
Tustin Unified,0.7718531468531469,43.46328671328671,5.925699300699301,13.643356643356643,10.50437062937063,1144
Twain Harte,0.7777777777777778,48.5,4.055555555555555,18.38888888888889,10.555555555555555,18
Twin Hills Union Elementary,0.868421052631579,48.28947368421053,3.973684210526316,14.947368421052632,10.671052631578947,76
Twin Ridges Elementary,0.7777777777777778,38.888888888888886,3.888888888888889,7.444444444444445,2.3333333333333335,9
Twin Rivers Unified,0.7293553542887586,45.527970165157164,4.174746936600959,15.671283963771977,12.36174746936601,1877
Two Rock Union,0.9090909090909091,40.0,4.0,11.090909090909092,6.7272727272727275,11
Ukiah Unified,0.7162790697674418,44.39302325581395,3.925581395348837,11.67674418604651,9.613953488372093,430
Union Elementary,0.8544891640866873,43.3405572755418,5.0588235294117645,13.219814241486068,10.003095975232197,323
Union Hill Elementary,0.7209302325581395,46.604651162790695,4.604651162790698,15.511627906976743,10.69767441860465,43
Upland Unified,0.7818499127399651,45.16579406631762,5.485165794066318,14.228621291448517,12.403141361256544,573
Upper Lake Unified,0.6981132075471698,45.0377358490566,4.188679245283019,11.81132075471698,2.5283018867924527,53
Vacaville Unified,0.764404609475032,43.69142125480154,3.5685019206145965,11.801536491677338,10.654289372599232,781
Val Verde Unified,0.7059980334316618,42.31071779744346,6.2536873156342185,12.129793510324484,10.51425762045231,1017
Valle Lindo Elementary,0.9090909090909091,47.6,6.036363636363636,18.363636363636363,16.563636363636363,55
Vallecito Union,0.868421052631579,48.44736842105263,3.973684210526316,14.078947368421053,7.921052631578948,38
Vallecitos Elementary,0.8571428571428571,50.857142857142854,5.285714285714286,15.0,13.642857142857142,14
Vallejo City Unified,0.7241379310344828,47.93241379310345,4.4013793103448275,12.335172413793103,9.984827586206897,725
Valley Center-Pauma Unified,0.7393364928909952,46.06161137440758,4.464454976303317,16.805687203791468,14.04739336492891,211
Valley Home Joint Elementary,0.9,44.8,3.5,10.8,6.4,10
Ventura County Office of Education,0.779746835443038,45.11645569620253,4.9012658227848105,12.681012658227848,7.582278481012659,395
Ventura Unified,0.7571580063626723,46.910922587486745,5.312831389183457,15.963944856839873,14.110286320254508,943
Victor Elementary,0.8288,44.2912,4.2528,13.2752,11.9568,625
Victor Valley Union High,0.5801526717557252,44.87595419847328,4.351145038167939,11.032442748091603,8.883587786259541,524
Vineland Elementary,0.7073170731707317,36.75609756097561,3.4634146341463414,8.21951219512195,6.439024390243903,41
Visalia Unified,0.7186484730344379,42.91163092917479,4.460688758934373,13.083170890188434,10.755685510071475,1539
Vista Unified,0.73520050922979,45.05983450031827,5.711648631444939,13.957988542329726,11.245703373647359,1571
Vista del Mar Union,0.8,52.4,5.0,19.0,17.8,5
Walnut Creek Elementary,0.9068627450980392,45.333333333333336,4.671568627450981,12.916666666666666,11.132352941176471,204
Walnut Valley Unified,0.7445945945945946,44.045945945945945,5.827027027027027,16.855405405405406,13.894594594594595,740
Warner Unified,0.891156462585034,42.02721088435374,5.258503401360544,13.231292517006803,4.01360544217687,147
Wasco Union Elementary,0.7668393782383419,42.626943005181346,4.772020725388601,12.989637305699482,12.119170984455959,193
Wasco Union High,0.5393258426966292,41.37078651685393,4.337078651685394,12.48314606741573,10.089887640449438,89
Washington Colony Elementary,0.7931034482758621,47.827586206896555,3.3793103448275863,11.96551724137931,7.620689655172414,29
Washington Unified,0.7107309486780715,41.950233281493,3.6889580093312597,12.07153965785381,9.40746500777605,643
Washington Union Elementary,0.8695652173913043,45.15217391304348,3.9347826086956523,11.652173913043478,8.934782608695652,46
Waterford Unified,0.8127659574468085,46.66382978723404,3.7191489361702126,14.86808510638298,10.114893617021277,235
Waugh Elementary,0.9333333333333333,47.8,3.9555555555555557,19.955555555555556,14.333333333333334,45
Waukena Joint Union Elementary,0.6666666666666666,39.166666666666664,3.25,9.333333333333334,8.666666666666666,12
Weaver Union,0.8385093167701864,44.95031055900621,3.937888198757764,15.26086956521739,13.024844720496894,161
Weed Union Elementary,0.7894736842105263,45.0,4.2105263157894735,10.789473684210526,6.578947368421052,19
West Contra Costa Unified,0.7184897279289284,43.53970016657413,3.9733481399222654,11.1482509716824,10.178789561354803,1801
West Covina Unified,0.8046558704453441,42.51417004048583,5.211538461538462,12.878542510121457,9.345141700404858,988
West Park Elementary,0.7111111111111111,43.8,3.977777777777778,11.177777777777777,6.022222222222222,45
West Side Union Elementary,0.7272727272727273,47.72727272727273,4.0,19.181818181818183,11.454545454545455,11
West Sonoma County Union High,0.6218487394957983,45.57142857142857,4.184873949579832,14.033613445378151,10.378151260504202,119
Western Placer Unified,0.7934990439770554,45.510516252390055,4.330783938814531,13.841300191204589,9.101338432122372,523
Westminster,0.8225190839694656,45.963740458015266,5.788167938931298,16.578244274809162,15.221374045801527,524
Westmorland Union Elementary,0.8333333333333334,42.583333333333336,4.541666666666667,12.291666666666666,9.583333333333334,24
Westside Elementary,0.8296296296296296,42.87777777777778,4.159259259259259,9.466666666666667,2.5444444444444443,270
Westside Union Elementary,0.8047210300429185,43.63304721030043,4.23175965665236,13.96351931330472,12.008583690987125,466
Westwood Unified,0.9090909090909091,45.09090909090909,4.181818181818182,8.090909090909092,5.545454545454546,11
Wheatland,0.8133333333333334,46.17333333333333,4.44,15.72,12.786666666666667,75
Wheatland Union High,0.55,44.225,4.425,10.3,8.2,40
Whitmore Union Elementary,0.7794117647058824,48.161764705882355,4.602941176470588,12.338235294117647,3.7794117647058822,68
Whittier City Elementary,0.8398576512455516,43.13879003558719,4.213523131672598,10.619217081850534,8.380782918149466,281
Whittier Union High,0.5737122557726465,44.95204262877442,5.380106571936057,16.660746003552397,14.348134991119005,563
William S. Hart Union High,0.6321243523316062,44.07623982235381,4.708364174685419,15.49740932642487,11.457438934122871,1351
Williams Unified,0.6455696202531646,42.18987341772152,4.341772151898734,11.39240506329114,7.974683544303797,79
Willits Unified,0.7615384615384615,45.53076923076923,3.8615384615384616,9.415384615384616,7.0,130
Willow Creek Elementary,0.6666666666666666,58.666666666666664,5.666666666666667,22.0,11.333333333333334,3
Willow Grove Union Elementary,1.0,62.666666666666664,5.666666666666667,21.0,2.0,3
Willows Unified,0.691358024691358,44.888888888888886,4.061728395061729,13.765432098765432,10.555555555555555,81
Wilmar Union Elementary,0.9375,43.4375,4.125,6.0,5.375,16
Wilsona Elementary,0.8285714285714286,47.7,4.628571428571429,14.557142857142857,10.814285714285715,70
Windsor Unified,0.7484662576687117,46.171779141104295,3.9938650306748467,12.44478527607362,11.343558282208589,326
Winship-Robbins,0.9163636363636364,44.17454545454545,4.701818181818182,9.214545454545455,2.3127272727272725,275
Winters Joint Unified,0.7741935483870968,44.8494623655914,4.548387096774194,13.03225806451613,10.806451612903226,93
Winton,0.8148148148148148,45.50925925925926,3.5185185185185186,14.444444444444445,13.435185185185185,108
Wiseburn Unified,0.7773722627737226,40.48905109489051,5.354014598540146,11.273722627737227,6.821167883211679,274
Woodlake Unified,0.6576576576576577,42.86486486486486,3.630630630630631,13.117117117117116,10.81081081081081,111
Woodland Joint Unified,0.753577106518283,43.55961844197138,4.201907790143085,14.028616852146264,10.615262321144675,629
Woodside Elementary,0.8723404255319149,41.191489361702125,5.553191489361702,14.553191489361701,9.148936170212766,47
Woodville Union Elementary,0.6818181818181818,44.63636363636363,3.909090909090909,12.545454545454545,11.681818181818182,22
Wright Elementary,0.8645833333333334,45.645833333333336,3.4895833333333335,11.989583333333334,8.90625,96
Yolo County Office of Education,0.7125,42.0625,4.075,10.2,5.1,80
Yosemite Unified,0.6440677966101694,48.389830508474574,4.364406779661017,16.491525423728813,10.508474576271187,118
Yreka Union Elementary,0.9166666666666666,45.71666666666667,3.4,14.683333333333334,12.616666666666667,60
Yreka Union High,0.5581395348837209,48.58139534883721,4.511627906976744,13.395348837209303,10.069767441860465,43
Yuba City Unified,0.7359154929577465,44.92723004694836,4.460093896713615,14.254694835680752,11.868544600938968,852
Yuba County Office of Education,0.7526881720430108,45.53763440860215,4.387096774193548,11.505376344086022,6.451612903225806,93
Yucaipa-Calimesa Joint Unified,0.7486631016042781,43.31372549019608,5.632798573975045,12.194295900178252,9.071301247771837,561
